additional_info,address,area,city,country,crawl_date,guest_recommendation,hotel_brand,hotel_category,hotel_description,hotel_facilities,hotel_star_rating,image_count,latitude,locality,longitude,pageurl,point_of_interest,property_id,property_name,property_type,province,qts,query_time_stamp,review_count_by_category,room_area,room_count,room_facilities,room_type,similar_hotel,site_review_count,site_review_rating,site_stay_review_rating,sitename,state,uniq_id
Swimming Pool|Room Service|Free Internet,"Saldanha Palms Complex, Behind Shantadurga Temple, Opp Prazeres, Sequira Vaddo, Candolim",Candolim Area,Goa,India,2016-06-26,60,null,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Swimming Pool|Front Desk|Internet Access Free|Parking Facility|Room Service,2,7,15.5077131983,Candolim Area,73.8033057258,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/6180795122108055821/na/hq/,North Goa|Candolim Bus Stop|Chichekade Bus Stop|Shanta Durga Temple|Candolim Area,HTLGBO1000047778,V Palms Resort,Resort,Goa,"",2016-06-26 07:43:29 +0000,positive reviews::4|critical reviews::1|reviews with images::1,"",45,Room Service |Air Conditioning |Balcony / Terrace|Ceiling Fan|Shower Facility Available|Mineral Water|Breakfast Available|Toiletries|TV|Mirror|Luggage Rack,Standard A.c Room,https://www.goibibo.com/hotels/v2-rooms-sunflower-@-nerul-hotel-in-Goa-8800578635150837654|https://www.goibibo.com/hotels/saramoon-resorts-hotel-in-Goa-1096081956176456686|https://www.goibibo.com/hotels/the-four-leaf-clover-hotel-in-Goa-4187872148952978958|https://www.goibibo.com/hotels/said-leela-hotel-in-Goa-1282092512772476512|https://www.goibibo.com/hotels/annapurna-guest-house--hotel-in-Goa-7895665242797159088|https://www.goibibo.com/hotels/deltin-suites-hotel-in-Goa-3842891581714705267|https://www.goibibo.com/hotels/citizen-goa-hotel-in-Goa-5976403290360494550|https://www.goibibo.com/hotels/santaa-teraa--104-hotel-in-Goa-8388767990520626314|https://www.goibibo.com/hotels/the-haven-hotel-in-Goa-544658452359050563,5,3.8,Service Quality::3.8|Amenities::3.8|Food and Drinks::4.6|Value for Money::3.9|Location::4.0|Cleanliness::5.0,goibibo,Goa,72f438c12bae78e7f181629f5818a63e
Room Service|Internet Access|Gym/Spa|Free Internet,"H.NO - 1090, Sector 43 , Gurgaon",Old Gurgaon,Gurgaon,India,2016-06-26,100,null,regular,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in time is 12:00 PM and standard check-out is 12:00 PM.Any early check-in or late check-out must be directed and reconfirmed with hotel directly.All guests requested to carry valid ID proof for check-in.Couple guests with Local ID',Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Power Backup|Gardens|Internet Access Free|Outdoor Parking - Secured|Parking Facility|Room Service,0,7,28.4544617316,Old Gurgaon,77.0907093579,http://www.goibibo.com/hotels/detail/Gurgaon/hn/1466927038870613796/4064522923747304767/na/hq/,Leisure Valley Park|Kingdom of Dreams|Guru Dronacharya Metro Station|DLF Star Mall|Iffco Chowk|Centrum Plaza|Sahara Mall|Gallaria Market|Max Hospital|Fortis Memorial Research Institute|Paras Hospitals|Fluid Gym|HSBC Bank|MG Road metro Station|Cyber Park|Huda City Center Metro Station|Vipul Agora Mall|Signature Tower|Sikandarpur Metro Station|Alchemist Hospital|Oysters Beach Water Park|Old Gurgaon|Amity International School|Artemis Hospital,HTLGBO1000057114,Tripo Golf Course Road,Guest House,Gurgaon,"",2016-06-26 07:43:29 +0000,positive reviews::3|critical reviews::0|reviews with images::1,160 X 180 Sq.ft.,11,Room Service |Air Conditioning |Ceiling Fan|Refrigerator|Reading Lamps|Housekeeping|Desk in Room|Breakfast Available|Wardrobe|Split A.C's|Private Garden|TV|Bathrobes|Mirror|Mini Refrigerator,Standard Room,https://www.goibibo.com/hotels/queens-residency-hotel-in-Gurgaon-334226570058930337,3,3.9,Service Quality::4.4|Amenities::3.9|Food and Drinks::4.6|Value for Money::3.9|Location::4.4|Cleanliness::4.6,goibibo,Haryana,7b62f5141955e2e9b0ad402459d55415
Restaurant,Lower Mall,Mall Road,Kasauli,India,2016-06-26,"",HPTDC,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Partial cancellations are not allowed.,Doctor on Call|Parking Facilities Available|Multi Cuisine Restaurant |24 Hour Front Desk|Power Backup,0,8,32.2396325,Mall Road,77.1887145,http://www.goibibo.com/hotels/detail/Kasauli/hn/4390187315908495063/7890719591313752033/na/hq/,Mall Road,HTLGBO1000025002,The Ros Common Hotel,Hotel,Kasauli,"",2016-06-26 07:43:29 +0000,"","",9,"",Suite Room,https://www.goibibo.com/hotels/sial-inn--hotel-in-Manali-7820183275202388731|https://www.goibibo.com/hotels/green-forest-cafe-&-guest-house-hotel-in-Manali-5033994213262229606|https://www.goibibo.com/hotels/sawan-residency-hotel-in-Manali-1300255451941991396|https://www.goibibo.com/hotels/kashyap-hotel-in-Manali-202304894988006198|https://www.goibibo.com/hotels/punjab-cottages-hotel-in-Manali-1990231242951820500|https://www.goibibo.com/hotels/beas-valley-hotel-in-Manali-351585455706360882|https://www.goibibo.com/hotels/new-royal-hotel-in-Manali-633352107070697308|https://www.goibibo.com/hotels/natures-outpost-camps-hotel-in-Manali-8960537676552178457|https://www.goibibo.com/hotels/woodlines--hotel-in-Manali-5704948044085423984|https://www.goibibo.com/hotels/karma-hotel-in-Manali-7774478418372114769|https://www.goibibo.com/hotels/solang-ski-resort-hotel-in-Manali-3755121131138456861|https://www.goibibo.com/hotels/paradise-hotel-in-Manali-4635248332391288618,"","",Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Himachal Pradesh,dd61e878f04442d53527de227f750d95
Room Service|Internet Access|Restaurant|Free Internet,"C 89, Shekhawat Marg, Amba Bari, Opp: Bhawani Niketan Girls College,",Sikar Road,Jaipur,India,2016-06-26,79,null,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Bar / Lounge |Barbecue Area|Business Center |Currency Exchange|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Local Tour / Travel Desk|24 Hour Front Desk|Medical Assistance Available|Power Backup|Gardens|Dance Performances (on demand)|Open Air Restaurant / Dining |In House Events |Express Laundry|Rooftop Garden|Food Facility|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility,3,23,26.9439484652,Sikar Road,75.7741708147,http://www.goibibo.com/hotels/detail/Jaipur/hn/4278754392716898526/7278055307881640259/na/hq/,Amer Fort|Hawa Mahal|City Palace|Jantar Mantar|Albert Hall Museum|Sikar Road|Sindhi Camp Bus Station|Raj Mandir Cinema|Jaipur Railway Station|Triton Mall|Imperial Hospital &amp; Research Centre|Imperial Hospital & Research Centre,HTLGBO1000004268,Utsav Niwas,Hotel,Jaipur,"",2016-06-26 07:43:29 +0000,positive reviews::23|critical reviews::1|reviews with images::3,12 X 12 Sq.ft.,24,Room Service |Air Conditioning |Alarm Clock|Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Ensuite / Private Bathroom|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Telephone|Shower Facility Available|Breakfast Available (surcharge)|Newspapers| Hot / Cold Running Water|Housekeeping|Desk in Room|Breakfast Available|Toiletries|Coffee Table|Wardrobe|HD / LCD Satellite TV |TV|Mirror|Utensils (on request)|Attached Bathroom,Luxury Room,https://www.goibibo.com/hotels/libra---a-boutique-hotel--hotel-in-Jaipur-4074868239181500457|https://www.goibibo.com/hotels/desert-raaga-hotel-in-Jaipur-6799539666198827621|https://www.goibibo.com/hotels/paradise-continental-hotel-in-Jaipur-5622416992018896150|https://www.goibibo.com/hotels/park-ocean-hotel-in-Jaipur-7445374561165031719|https://www.goibibo.com/hotels/chetram-jaipur-hotel-in-Jaipur-5377254454101236705|https://www.goibibo.com/hotels/paradise-hotel-in-Jaipur-2296199780926110814,24,3.8,Service Quality::4.0|Amenities::3.9|Food and Drinks::4.0|Value for Money::3.9|Location::3.8|Cleanliness::3.9,goibibo,Rajasthan,c7ba32800826b0d569d594bd6fe42638
"","Kaimara ,Chikmagalur",Kaimara,Chikmagalur,India,2016-06-26,100,null,regular,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Pets Not Allowed,Games Zone|Parking Facilities Available|Gardens|Veranda|Campfire / Bon Fire|Food Facility,0,13,13.3715104,Kaimara,75.7437211,http://www.goibibo.com/hotels/detail/Chikmagalur/hn/4801527334652294087/5349637640319121836/na/hq/,Kaimara,HTLGBO1000036728,Tinton Homestay,Homestay,Chikmagalur,"",2016-06-26 07:43:29 +0000,positive reviews::1|critical reviews::0|reviews with images::1,"",5,Basic Bathroom Amenities| Hot / Cold Running Water|Housekeeping|Desk in Room,Standard Room,https://www.goibibo.com/hotels/redberry-homestay-hotel-in-Chikmagalur-8996947454134116834|https://www.goibibo.com/hotels/green-leaves-hotel-in-Chikmagalur-8823504223712358257|https://www.goibibo.com/hotels/devigiri-homestay-hotel-in-Chikmagalur-7629156858837301831|https://www.goibibo.com/hotels/green-hill-view-homestay-hotel-in-Chikmagalur-6510882319851213217|https://www.goibibo.com/hotels/mavina-halli-homestay-hotel-in-Chikmagalur-5472071042977438420|https://www.goibibo.com/hotels/hillcrest-homestay-hotel-in-Chikmagalur-6792457480969699450|https://www.goibibo.com/hotels/kanthi-nivasa-homestay-hotel-in-Chikmagalur-7910185566342924852|https://www.goibibo.com/hotels/giri-elite-homestay--hotel-in-Chikmagalur-5463896670936233580,1,4.9,Service Quality::4.9|Amenities::4.9|Food and Drinks::4.9|Value for Money::4.9|Location::4.9|Cleanliness::4.9,goibibo,Karnataka,16a9b99d56e503ceff32011250d0dd7e
Room Service|Internet Access|Free Internet,"7A/10, Channa Market, West Extension Area, Karol Bagh, New Delhi, Delhi 110005",Karol Bagh Area,Delhi,India,2016-06-26,85,Treebo Hotels,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid Photo ID (Driver's License, Voters Card, Passport) required at the time of check-in. Hotel reserves right to admission. This may include cases such as denial of admission to local residents, and to unmarried, unrelated couples, among others.",Laundry Service Available|Lift / Elevator|Front Desk|Power Backup|Internet Access Free|Room Service (24 Hours)|Internet Access,3,12,28.6468374,Karol Bagh Area,77.1845518,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/7665790089530553300/na/hq/,Ramakrishna Ashram Marg|Gurudwara Nanaksar Sahib|Gangaram Hospital|Gaffar Market|Delhi Heart and Lung Institute|Karol Bagh Area|BLK Super Speciality Hospital|Karol Bagh Metro Station|Sarai Rohilla Station|Lakshmi Narayan Birla Mandir|West Delhi,HTLGBO1000038552,Treebo Olive Inn,Hotel,Delhi,"",2016-06-26 07:43:29 +0000,positive reviews::18|critical reviews::3|reviews with images::4,12 X 12 Sq.ft.,15,Room Service |Air Conditioning |Cable / Satellite / Pay TV available|Ceiling Fan|Tea Coffee Kettle / Maker|Internet Connection In Room|Telephone|Mineral Water| Hot / Cold Running Water|Housekeeping|Breakfast Available|Toiletries|TV,Standard Room,https://www.goibibo.com/hotels/cosmo-hotel-in-Delhi-1671638170148893890|https://www.goibibo.com/hotels/cartel-palace-hotel-in-Delhi-1896798184077588901|https://www.goibibo.com/hotels/bill-palace-hotel-in-Delhi-8186758838036233698|https://www.goibibo.com/hotels/aman-plaza-hotel-in-Delhi-3395066553209546142|https://www.goibibo.com/hotels/ambica-palace-hotel-in-Delhi-1255164224459348127|https://www.goibibo.com/hotels/stepinn-karol-bagh-hotel-in-Delhi-7761620950255898160|https://www.goibibo.com/hotels/moments-hotel-in-Delhi-6447252200762061490|https://www.goibibo.com/hotels/unique-hotel-in-Delhi-8110725983429998473,21,4.1,Service Quality::4.0|Amenities::4.1|Food and Drinks::3.9|Value for Money::4.2|Location::4.2|Cleanliness::4.1,goibibo,Delhi,e9943d213903c40baf678fe513999d2a
Free Internet,"The Retreat, Jones Estate, Bhimtal 263136 District Nainital",Mallital,Nainital,India,2016-06-26,25,null,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Home stay may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the home stay. This is NOT a commercial hotel, but a private home that hosts guests.",Barbecue Area|Library|Non Smoking Rooms|Parking Facilities Available|Gardens|Suitable For Children|Access Via Exterior Corridors|Kitchen available (home cook food on request)|Fire Place Available |Picnic Area|Boating|Nature Walk|Veranda|Open Air Restaurant / Dining |Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|Campfire / Bon Fire|Food Facility|Internet Access Free|Newspapers In Lobby|Outdoor Parking - Non Secured,0,16,29.355842509,Mallital,79.5432771469,http://www.goibibo.com/hotels/detail/Nainital/hn/4883398002803141725/3777832410509805603/na/hq/,Mallital|Subhash Dhara|Bhimtal Lake|Lake Bhimtal|Pine Rivera|Mall Road|Butterfly Museum|Seven Lakes,HTLGBO1000003082,The Retreat (A Family Run Heritage Homestay),Lodge,Nainital,"",2016-06-26 07:43:29 +0000,positive reviews::3|critical reviews::1|reviews with images::0,"",3,Ensuite / Private Bathroom|Heating Facility (on request),Double Room,https://www.goibibo.com/hotels/greenwood-hotel-in-Bhimtal-6097133537056653283|https://www.goibibo.com/hotels/gharaunda-guest-house-hotel-in-Nainital-5226892559362190094|https://www.goibibo.com/hotels/lake-retreat-hotel-in-Bhimtal-9204817985266770281|https://www.goibibo.com/hotels/aamod-resort-hotel-in-Nainital-6166216788037427518|https://www.goibibo.com/hotels/stuti-guest-house-hotel-in-Nainital-5933332529536301988|https://www.goibibo.com/hotels/sapphire-inn-hotel-in-Nainital-5234556983151496927|https://www.goibibo.com/hotels/maya-regency-bhimtal-hotel-in-Nainital-7989085192638595880|https://www.goibibo.com/hotels/country-inn---bhimtal-hotel-in-Bhimtal-5770704956346522915|https://www.goibibo.com/hotels/7-heaven-resort-hotel-in-Nainital-4267650976303734119|https://www.goibibo.com/hotels/silver-tree-inn-hotel-in-Bhimtal-1202087871365611811,4,4.0,Service Quality::3.5|Amenities::3.3|Food and Drinks::3.5|Value for Money::3.3|Location::3.5|Cleanliness::3.3,goibibo,Uttarakhand,a0476d4204b03b5079edc9f18782406f
Room Service|Swimming Pool|Restaurant|Free Internet,"10-1-18/3,Beside Golconda Hotel, Masab Tank , Hyderabad, Telangana",MASAB TANK,Hyderabad,India,2016-06-26,60,Treebo Hotels,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid Photo ID (Driver's License, Voters Card, Passport) required at the time of check-in. Hotel reserves right to admission. This may include cases such as denial of admission to local residents, and to unmarried, unrelated couples, among others.",Swimming Pool|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Power Backup|Internet Access Free|Newspapers In Lobby|Room Service,3,26,17.403749,MASAB TANK,78.4491815,http://www.goibibo.com/hotels/detail/Hyderabad/hn/2162254155836171767/7274074890264233058/na/hq/,Hyderabad Deccan Railway Station|NTR Garden|GVK ONE|Hyderabad Central|Birla Mandir|Jalavihar Park|Big Cinema|Hussain Sagar|Masab Tank|Secretariat|Ravindra Bharti|Lumbini Park|MPM Mall|Snow World|Nampally Railway Station|Paradise |L V Prasad Eye Institute,HTLGBO1000038146,Treebo Angel Park,Hotel,Hyderabad,"",2016-06-26 07:43:29 +0000,positive reviews::5|critical reviews::5|reviews with images::1,17 X 10 Sq.ft.,48,Air Conditioning |Cable / Satellite / Pay TV available|Toiletries|Coffee Table,Standard Room,https://www.goibibo.com/hotels/jubilee-hills-inn-hotel-in-Hyderabad-2243156379627857912|https://www.goibibo.com/hotels/six-seventy-five-service-apartment-hotel-in-Hyderabad-8034362147862697619|https://www.goibibo.com/hotels/genx-banjara-hill-1589-hotel-in-Hyderabad-718439355763776380|https://www.goibibo.com/hotels/blueberry-service-apartments-hotel-in-Hyderabad-3711516973426244650|https://www.goibibo.com/hotels/21-avenue-hotel-in-Hyderabad-7124137708561200957|https://www.goibibo.com/hotels/d-lake-view-resort-hotel-in-Hyderabad-7729420791394592127|https://www.goibibo.com/hotels/vishnu-priya-lodge-hotel-in-Hyderabad-5501947445827815042,10,3.4,Service Quality::3.2|Amenities::3.2|Food and Drinks::3.9|Value for Money::3.5|Location::3.9|Cleanliness::3.9,goibibo,Andhra Pradesh,8482b448f643c378f34aeed5281d7956
Room Service|Internet Access|Free Internet,"1/13A, Haralur Road, Off Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,India,2016-06-26,50,Treebo Hotels,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid Photo ID (Driver's License, Voters Card, Passport) required at the time of 	check-in. Hotel reserves right to admission. This may include cases such as denial of admission to local residents, and to unmarried, unrelated couples, among others",Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Front Desk|Locker Facility|Power Backup|Internet Access Free|Newspapers In Lobby|Parking Facility|Room Service|Public Restrooms,3,30,12.916803,Sarjapur Road,77.5945627,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/9025332363776591590/na/hq/,"",HTLGBO1000070392,Treebo Orchard Greens,Hotel,Bangalore,"",2016-06-26 07:43:29 +0000,positive reviews::2|critical reviews::0|reviews with images::0,15 X 12 Sq.ft.,24,Telephone|Shower Facility Available| Hot / Cold Running Water|Desk in Room|Toiletries|Moisturiser|Coffee Table|HD / LCD Satellite TV |TV|Mirror|Luggage Rack|Attached Bathroom|Dustbins|In-Room Safe|Rooms with Attached Bathrooms|Sanitary Bin,Standard Room,https://www.goibibo.com/hotels/pai-comforts-hotel-in-Bangalore-1330939586092070151|https://www.goibibo.com/hotels/the-ambient-turret--hotel-in-Bangalore-993850836045505218|https://www.goibibo.com/hotels/compact-maple-leaf-hotel-in-Bangalore-5446024118449715571|https://www.goibibo.com/hotels/fabhotel-grand-continent-jp-nagar-hotel-in-Bangalore-1296734855612152470|https://www.goibibo.com/hotels/woodys-hotel-in-Bangalore-8820772269234645797,2,4.8,Service Quality::5.0|Amenities::5.0|Food and Drinks::4.8|Value for Money::5.0|Location::5.0|Cleanliness::4.8,goibibo,Karnataka,8e877d5e0bc88d0f24eae63cc05ce7ce
Restaurant,"SITAPUR, NEIL ISLAND",Laxamanpur Beach,Neil Island,India,2016-06-26,"",null,regular,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly An addition of Peak Season Surcharge from 15TH  December  10TH  January at INR 1000/ extra Per Room/ Day. A Compulsory Additional supplement charge for Christmas Eve and New Years Eve celebration will be levied for 24th and 31st Dec Stay,Doctor on Call|Lobby|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|24 Hour Front Desk|Power Backup,0,7,11.8189941246,Laxamanpur Beach,93.0565172963,http://www.goibibo.com/hotels/detail/Neil Island/hn/6047705546088888888/6686088485306037352/na/hq/,Natural Bridge|Bharatpur Beach|Laxamanpur Beach|Sitapur Beach,HTLGBO1000082584,TSG AURA,Resort,Neil Island,"",2016-06-26 07:43:29 +0000,"","",20,Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan| Hot / Cold Running Water|Housekeeping|Toiletries|HD / LCD Satellite TV,BEACH VILLA,https://www.goibibo.com/hotels/kingfisher-hotel-in-Neil Island-5858204684181326417|https://www.goibibo.com/hotels/pearl-park-beach-resort-hotel-in-Neil Island-7781276091252756748|https://www.goibibo.com/hotels/sea-shell-neil-island-hotel-in-Neil Island-8449831605498551322|https://www.goibibo.com/hotels/kalapani-beach-resort-hotel-in-Neil Island-4878781673032989866|https://www.goibibo.com/hotels/may-fair-hotel-in-Neil Island-6108750831262348085|https://www.goibibo.com/hotels/tango-beach-resort--hotel-in-Neil Island-4467359699028511930|https://www.goibibo.com/hotels/blue-stone-lodge-hotel-in-Neil Island-1393306857232377459|https://www.goibibo.com/hotels/green-island-resort-hotel-in-Neil Island-7611458148411095777|https://www.goibibo.com/hotels/coconhuts-beach-resort-hotel-in-Neil Island-3831814729132829146|https://www.goibibo.com/hotels/vacation-village-hotel-in-Neil Island-1824623515493269016|https://www.goibibo.com/hotels/silver-sand-beach-resort--hotel-in-Neil Island-7471080071954655474|https://www.goibibo.com/hotels/deep-sea-rock-hotel-in-Neil Island-277421299382090844,"","",Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Andaman and Nicobar Islands,1b9472abfc7cd77bafbc390c7054b926
Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant|Free Internet,"New Vedanta Road, Sarbahal",Sarbahal,Jharsuguda,India,2016-06-26,89,null,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory supplement on Christmas, New Years eve and other festive periods. Any such supplements need to be paid at the hotel. As per the govt. guidelines valid govt. issued id proofs are required at the Time of C/in.",Swimming Pool|Banquet Facilities|Bar / Lounge |Billiards|Business Center |Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|24 Hour Front Desk|Welcome Drinks|Power Backup|Gardens|Conference Facility |Transfers Available|Badminttion Court|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility,4,19,21.8319211,Sarbahal,84.0146757,http://www.goibibo.com/hotels/detail/Jharsuguda/hn/4111034433163692875/6997388880606139737/na/hq/,Sarbahal,HTLGBO1000006532,Utkal Continental,Hotel,Jharsuguda,"",2016-06-26 07:43:29 +0000,positive reviews::43|critical reviews::5|reviews with images::6,17 X 17 Sq.ft.,52,Air Conditioning |Balcony / Terrace|Basic Bathroom Amenities|Ensuite / Private Bathroom|Tea Coffee Kettle / Maker|Internet Connection In Room|Telephone| Hot / Cold Running Water|Housekeeping|Breakfast Available|Safe - In - Room |Coffee Table|HD / LCD Satellite TV |TV|Mirror,Standard Room Double,https://www.goibibo.com/hotels/lalit-heritage-hotel-in-Jharsuguda-2366281959601021996|https://www.goibibo.com/hotels/the-mohini-royale-hotel-in-Jharsuguda-1542955958342310481|https://www.goibibo.com/hotels/kanishk-hotel-hotel-in-Jharsuguda-3732263243770937679|https://www.goibibo.com/hotels/konark-regency-hotel-in-Jharsuguda-181446699068911474|https://www.goibibo.com/hotels/ajanta-hotel-in-Jharsuguda-7791290001381257150|https://www.goibibo.com/hotels/natraj-hotel-hotel-in-Jharsuguda-1552949544406323853|https://www.goibibo.com/hotels/yogendra-residency-hotel-in-Jharsuguda-7844920419944501476|https://www.goibibo.com/hotels/payal-hotel-hotel-in-Jharsuguda-5500419130247189646|https://www.goibibo.com/hotels/prince-hotel-in-Jharsuguda-9003067464485207022|https://www.goibibo.com/hotels/meghdoot-hotel-in-Jharsuguda-7125141130022703750,48,4.3,Service Quality::4.4|Amenities::4.4|Food and Drinks::4.4|Value for Money::4.4|Location::4.3|Cleanliness::4.2,goibibo,Orissa,8b411c81ee5723ef6795bfd45854385d
"","Main Boat JettyCochin 682011,Ernakulam, Kerala",Ernakulam,Ernakulam,India,2016-06-26,"",null,regular,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Parking Facilities Available|Local Tour / Travel Desk|Medical Assistance Available,0,6,9.9312328,Ernakulam,76.2673041,http://www.goibibo.com/hotels/detail/Ernakulam/hn/8210666562286566619/6782252458578089026/na/hq/,Fort|Jewish Synagogue|Ernakulam,HTLGBO1000068030,The Valiyaparamba Retreat,Homestay,Ernakulam,"",2016-06-26 07:43:29 +0000,"","",3,Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan| Hot / Cold Running Water|HD / LCD Satellite TV |Dustbins,Standard Room,https://www.goibibo.com/hotels/kerala-palace-hotel-in-Cochin-8270640342622433555|https://www.goibibo.com/hotels/thanathil-homestay-hotel-in-Ernakulam-8151171381625010284|https://www.goibibo.com/hotels/happy-camper-hotel-in-Ernakulam-205351677979492604|https://www.goibibo.com/hotels/nature-homestay-hotel-in-Ernakulam-875732100591386284|https://www.goibibo.com/hotels/the-peacock-inn-hotel-in-Cochin-46071390994436066|https://www.goibibo.com/hotels/globe-trotters-inn-hotel-in-Ernakulam-4814378822545970143|https://www.goibibo.com/hotels/bay-mansion-homestay--hotel-in-Ernakulam-8469735922316082356|https://www.goibibo.com/hotels/spencer-home-hotel-in-Ernakulam-1346051886664305971|https://www.goibibo.com/hotels/log-inn-casa-linda-hotel-in-Ernakulam-1816604767007561641|https://www.goibibo.com/hotels/niya-nest-homestay-hotel-in-Ernakulam-3491381957487894405|https://www.goibibo.com/hotels/cris-home-stay-hotel-in-Ernakulam-1326311395831450522|https://www.goibibo.com/hotels/al---saj-hotel-in-Cochin-1023528485296523868|https://www.goibibo.com/hotels/medows-regency-hotel-in-Ernakulam-5692632229327407990|https://www.goibibo.com/hotels/church-view-homestay-hotel-in-Ernakulam-8447387311360271992,"","",Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Kerala,6a762eeb794c1e3f6bdad5910ea6cbf5
